ID,Subject,Is_deleted,Add_time,Update_time,Deal_ID,Org_ID,Done,Marked_as_done_time,Due_Datetime,Duration_(Hours),Duration_(Minutes)
805,Call,False,2025-05-30 16:07:40,2025-05-30 16:07:39,551,11.0,True,2025-05-30 16:07:39,2025-05-30 00:00:00,0.0,0
806,Call,False,2025-05-30 16:07:47,2025-05-30 16:07:47,409,28.0,True,2025-05-30 16:07:47,2025-05-30 00:00:00,0.0,0
807,Call,False,2025-05-30 16:10:41,2025-05-30 16:10:41,408,28.0,True,2025-05-30 16:10:41,2025-05-30 00:00:00,0.0,0
808,Call,False,2025-05-30 16:11:37,2025-05-30 16:11:37,407,28.0,True,2025-05-30 16:11:37,2025-05-30 00:00:00,0.0,0
809,Call,False,2025-05-30 16:15:33,2025-05-30 16:15:33,406,28.0,True,2025-05-30 16:15:33,2025-05-30 00:00:00,0.0,0
810,Call,False,2025-05-30 16:23:11,2025-05-30 16:23:11,401,28.0,True,2025-05-30 16:23:11,2025-05-30 00:00:00,0.0,0
811,Call,False,2025-05-30 16:23:54,2025-05-30 16:23:54,395,28.0,True,2025-05-30 16:23:54,2025-05-30 00:00:00,0.0,0
812,Call,False,2025-05-30 16:27:27,2025-05-30 16:27:27,392,28.0,True,2025-05-30 16:27:27,2025-05-30 00:00:00,0.0,0
813,Call,False,2025-05-30 16:28:59,2025-05-30 16:28:59,390,28.0,True,2025-05-30 16:28:59,2025-05-30 00:00:00,0.0,0
814,Call,False,2025-05-30 16:29:58,2025-05-30 16:29:58,447,11.0,True,2025-05-30 16:29:58,2025-05-30 00:00:00,0.0,0
815,Call,False,2025-05-30 16:29:59,2025-05-30 16:29:59,439,28.0,True,2025-05-30 16:29:59,2025-05-30 00:00:00,0.0,0
816,Call,False,2025-05-30 16:30:05,2025-05-30 16:30:05,414,11.0,True,2025-05-30 16:30:05,2025-05-30 00:00:00,0.0,0
817,Call,False,2025-05-30 16:30:12,2025-05-30 16:30:12,443,11.0,True,2025-05-30 16:30:12,2025-05-30 00:00:00,0.0,0
818,Call,False,2025-05-30 16:30:22,2025-05-30 16:30:22,451,11.0,True,2025-05-30 16:30:22,2025-05-30 00:00:00,0.0,0
819,Call,False,2025-05-30 16:30:29,2025-05-30 16:30:29,478,11.0,True,2025-05-30 16:30:29,2025-05-30 00:00:00,0.0,0
820,Call,False,2025-05-30 16:30:40,2025-05-30 16:30:40,556,11.0,True,2025-05-30 16:30:40,2025-05-30 00:00:00,0.0,0
821,Call,False,2025-05-30 16:30:49,2025-05-30 16:30:49,434,28.0,True,2025-05-30 16:30:49,2025-05-30 00:00:00,0.0,0
822,Call,False,2025-05-30 16:32:48,2025-05-30 16:32:48,489,28.0,True,2025-05-30 16:32:48,2025-05-30 00:00:00,0.0,0
827,Call,False,2025-05-30 16:43:41,2025-06-02 15:10:45,625,28.0,True,2025-06-02 15:10:45,2025-05-30 00:00:00,0.0,0
828,Call,False,2025-05-30 16:56:25,2025-05-30 16:57:39,301,11.0,True,2025-05-30 16:57:39,2025-05-30 00:00:00,0.0,0
829,Call,False,2025-05-30 16:56:41,2025-05-30 16:57:45,355,11.0,True,2025-05-30 16:57:45,2025-05-30 00:00:00,0.0,0
830,Call,False,2025-05-30 16:56:47,2025-05-30 16:56:47,283,11.0,True,2025-05-30 16:56:47,2025-05-30 00:00:00,0.0,0
831,Call,False,2025-05-30 16:56:54,2025-05-30 16:56:54,360,11.0,True,2025-05-30 16:56:54,2025-05-30 00:00:00,0.0,0
832,Call,False,2025-05-30 16:57:03,2025-05-30 16:57:03,364,11.0,True,2025-05-30 16:57:03,2025-05-30 00:00:00,0.0,0
833,Call,False,2025-05-30 16:57:06,2025-05-30 16:57:51,364,11.0,True,2025-05-30 16:57:51,2025-05-30 00:00:00,0.0,0
834,Call,False,2025-05-30 16:57:12,2025-05-30 16:57:12,380,11.0,True,2025-05-30 16:57:12,2025-05-30 00:00:00,0.0,0
835,Call,False,2025-05-30 16:57:18,2025-05-30 16:57:18,371,11.0,True,2025-05-30 16:57:18,2025-05-30 00:00:00,0.0,0
836,Call,False,2025-05-30 16:57:42,2025-05-30 16:57:42,301,11.0,True,2025-05-30 16:57:42,2025-05-30 00:00:00,0.0,0
837,Call,False,2025-05-30 16:57:48,2025-05-30 16:57:48,355,11.0,True,2025-05-30 16:57:48,2025-05-30 00:00:00,0.0,0
838,Call,False,2025-05-30 16:57:54,2025-05-30 16:57:54,364,11.0,True,2025-05-30 16:57:54,2025-05-30 00:00:00,0.0,0
839,Call,False,2025-05-30 17:29:41,2025-05-30 17:29:41,0,,True,2025-05-30 17:29:41,2025-05-30 00:00:00,0.0,0
840,Call,False,2025-05-30 17:29:53,2025-06-01 19:34:51,0,,True,2025-06-01 19:34:51,2025-05-30 00:00:00,0.0,0
841,Call,False,2025-05-30 17:40:44,2025-05-30 17:40:44,317,28.0,True,2025-05-30 17:40:44,2025-05-30 00:00:00,0.0,0
842,Call,False,2025-05-30 17:43:10,2025-06-04 14:14:58,317,28.0,True,2025-06-04 14:14:58,2025-06-02 00:00:00,0.0,0
843,Call,False,2025-05-30 17:46:09,2025-05-30 17:46:09,469,28.0,True,2025-05-30 17:46:09,2025-05-30 00:00:00,0.0,0
844,Call,False,2025-05-30 17:46:58,2025-05-30 17:46:58,432,28.0,True,2025-05-30 17:46:58,2025-05-30 00:00:00,0.0,0
845,Call,False,2025-05-30 17:48:00,2025-05-30 17:48:00,430,28.0,True,2025-05-30 17:48:00,2025-05-30 00:00:00,0.0,0
846,Call,False,2025-05-30 17:50:11,2025-05-30 17:50:11,427,28.0,True,2025-05-30 17:50:11,2025-05-30 00:00:00,0.0,0
847,Call,False,2025-05-30 17:51:15,2025-05-30 17:51:15,491,28.0,True,2025-05-30 17:51:15,2025-05-30 00:00:00,0.0,0
848,Call,False,2025-05-30 17:53:08,2025-05-30 17:53:08,487,28.0,True,2025-05-30 17:53:08,2025-05-30 00:00:00,0.0,0
849,Call,False,2025-05-30 17:54:51,2025-05-30 17:54:51,486,28.0,True,2025-05-30 17:54:51,2025-05-30 00:00:00,0.0,0
850,Call,False,2025-05-30 17:56:45,2025-05-30 17:56:45,482,28.0,True,2025-05-30 17:56:45,2025-05-30 00:00:00,0.0,0
851,Call,False,2025-05-30 17:58:36,2025-05-30 17:58:36,481,28.0,True,2025-05-30 17:58:36,2025-05-30 00:00:00,0.0,0
852,Call,False,2025-05-30 18:00:06,2025-06-04 15:35:15,481,28.0,True,2025-06-04 15:35:15,2025-05-30 20:00:00,0.0,0
853,Call,False,2025-05-30 18:01:32,2025-05-30 18:01:32,480,28.0,True,2025-05-30 18:01:32,2025-05-30 00:00:00,0.0,0
854,Call,False,2025-05-30 18:03:01,2025-05-30 18:03:01,479,28.0,True,2025-05-30 18:03:01,2025-05-30 00:00:00,0.0,0
855,Call,False,2025-05-30 18:04:10,2025-05-30 18:04:10,475,28.0,True,2025-05-30 18:04:10,2025-05-30 00:00:00,0.0,0
856,Call,False,2025-05-30 18:04:57,2025-05-30 18:04:57,465,28.0,True,2025-05-30 18:04:57,2025-05-30 00:00:00,0.0,0
857,Call,False,2025-05-30 18:06:59,2025-05-30 18:06:59,464,28.0,True,2025-05-30 18:06:59,2025-05-30 00:00:00,0.0,0
858,Call,False,2025-05-30 18:08:15,2025-05-30 18:08:15,463,28.0,True,2025-05-30 18:08:15,2025-05-30 00:00:00,0.0,0
859,Call,False,2025-05-30 18:09:04,2025-05-30 18:09:04,461,28.0,True,2025-05-30 18:09:04,2025-05-30 00:00:00,0.0,0
860,Call,False,2025-05-30 18:10:38,2025-05-30 18:10:38,459,28.0,True,2025-05-30 18:10:38,2025-05-30 00:00:00,0.0,0
861,Call,False,2025-05-30 18:12:15,2025-05-30 18:12:15,455,28.0,True,2025-05-30 18:12:15,2025-05-30 00:00:00,0.0,0
862,Call,False,2025-05-30 18:12:49,2025-05-30 18:12:49,452,28.0,True,2025-05-30 18:12:49,2025-05-30 00:00:00,0.0,0
863,Call,False,2025-05-30 18:13:36,2025-05-30 18:13:36,450,28.0,True,2025-05-30 18:13:36,2025-05-30 00:00:00,0.0,0
864,Call,False,2025-05-30 18:14:45,2025-05-30 18:14:45,446,28.0,True,2025-05-30 18:14:45,2025-05-30 00:00:00,0.0,0
865,Call,False,2025-05-30 18:15:57,2025-05-30 18:15:57,444,28.0,True,2025-05-30 18:15:57,2025-05-30 00:00:00,0.0,0
866,Call,False,2025-05-30 18:42:55,2025-05-30 18:42:55,0,,True,2025-05-30 18:42:55,2025-05-30 00:00:00,0.0,0
867,Call,False,2025-05-30 18:49:07,2025-06-02 19:16:53,191,28.0,True,2025-06-02 19:16:53,2025-06-02 18:00:00,0.0,0
868,Call,False,2025-05-30 18:57:49,2025-06-04 15:36:23,524,28.0,True,2025-06-04 15:36:23,2025-06-02 00:00:00,0.0,0
869,Call,False,2025-05-30 18:59:03,2025-05-30 18:59:03,583,28.0,True,2025-05-30 18:59:03,2025-05-30 00:00:00,0.0,0
871,Call,False,2025-05-30 19:05:13,2025-05-30 19:05:13,426,28.0,True,2025-05-30 19:05:13,2025-05-30 00:00:00,0.0,0
872,Call,False,2025-05-30 19:05:55,2025-05-30 19:05:55,359,28.0,True,2025-05-30 19:05:55,2025-05-30 00:00:00,0.0,0
873,Call,False,2025-05-30 19:06:40,2025-05-30 19:06:40,350,28.0,True,2025-05-30 19:06:40,2025-05-30 00:00:00,0.0,0
875,Call,False,2025-05-30 19:54:09,2026-05-03 16:34:17,0,,True,2025-05-30 19:54:09,2025-03-10 14:30:00,1.0,60
876,Call,False,2025-05-30 19:59:35,2025-05-30 19:59:35,334,28.0,True,2025-05-30 19:59:35,2025-05-30 00:00:00,0.0,0
877,Call,False,2025-05-30 19:59:44,2025-06-04 15:40:38,334,28.0,True,2025-06-04 15:40:38,2025-06-02 19:15:00,0.0,0
878,Call,False,2025-06-01 19:35:01,2025-06-01 19:35:01,0,,True,2025-06-01 19:35:01,2025-06-01 00:00:00,0.0,0
879,Call,False,2025-06-01 19:35:06,2025-06-01 19:35:06,0,,True,2025-06-01 19:35:06,2025-06-01 00:00:00,0.0,0
882,Call,False,2025-06-02 14:05:24,2026-05-03 16:34:17,0,,True,2025-06-02 14:05:24,2024-07-29 14:00:00,0.5,30
884,Call,False,2025-06-02 15:27:00,2025-06-02 15:27:00,672,28.0,True,2025-06-02 15:27:00,2025-06-02 00:00:00,0.0,0
885,Call,False,2025-06-02 15:30:03,2025-06-02 15:30:03,669,28.0,True,2025-06-02 15:30:03,2025-06-02 00:00:00,0.0,0
886,Call,False,2025-06-02 15:31:15,2025-06-02 15:31:15,667,28.0,True,2025-06-02 15:31:15,2025-06-02 00:00:00,0.0,0
887,Call,False,2025-06-02 15:35:03,2025-06-02 15:35:02,653,28.0,True,2025-06-02 15:35:02,2025-06-02 00:00:00,0.0,0
888,Call,False,2025-06-02 15:44:29,2025-06-02 15:44:29,650,28.0,True,2025-06-02 15:44:29,2025-06-02 00:00:00,0.0,0
889,Call,False,2025-06-02 15:45:37,2025-06-02 15:45:37,646,28.0,True,2025-06-02 15:45:37,2025-06-02 00:00:00,0.0,0
890,Call,False,2025-06-02 15:46:38,2025-06-02 15:46:38,645,28.0,True,2025-06-02 15:46:38,2025-06-02 00:00:00,0.0,0
891,Call,False,2025-06-02 18:23:01,2025-06-02 18:37:31,683,28.0,True,2025-06-02 18:23:01,2025-06-02 00:00:00,0.0,0
892,Call,False,2025-06-02 18:37:16,2025-06-04 14:30:21,683,28.0,True,2025-06-04 14:30:21,2025-06-03 12:30:00,0.0,0
893,Call,False,2025-06-02 19:04:51,2025-06-02 19:04:51,683,28.0,True,2025-06-02 19:04:51,2025-06-02 00:00:00,0.0,0
894,Call,False,2025-06-02 19:06:35,2025-06-02 19:06:35,640,28.0,True,2025-06-02 19:06:35,2025-06-02 00:00:00,0.0,0
895,Call,False,2025-06-02 19:07:15,2025-06-02 19:07:15,638,28.0,True,2025-06-02 19:07:15,2025-06-02 00:00:00,0.0,0
896,Call,False,2025-06-02 19:07:46,2025-06-02 19:07:46,637,28.0,True,2025-06-02 19:07:46,2025-06-02 00:00:00,0.0,0
897,Call,False,2025-06-02 19:09:19,2025-06-02 19:09:19,636,28.0,True,2025-06-02 19:09:19,2025-06-02 00:00:00,0.0,0
898,Call,False,2025-06-02 19:11:09,2025-06-02 19:11:09,633,28.0,True,2025-06-02 19:11:09,2025-06-02 00:00:00,0.0,0
899,Call,False,2025-06-02 19:11:54,2025-06-02 19:11:54,632,28.0,True,2025-06-02 19:11:54,2025-06-02 00:00:00,0.0,0
900,Call,False,2025-06-02 19:17:08,2025-06-02 19:17:08,191,28.0,True,2025-06-02 19:17:08,2025-06-02 00:00:00,0.0,0
901,Call,False,2025-06-02 19:17:12,2025-06-04 14:23:36,191,28.0,True,2025-06-04 14:20:38,2025-06-03 00:00:00,0.0,0
902,Call,False,2025-06-02 19:37:42,2025-06-02 19:37:41,367,28.0,True,2025-06-02 19:37:41,2025-06-02 00:00:00,0.0,0
903,Call,False,2025-06-02 19:40:17,2025-06-02 19:40:17,0,,True,2025-06-02 19:40:17,2025-06-02 00:00:00,0.0,0
905,Call,False,2025-06-02 19:41:29,2025-06-02 19:41:29,625,28.0,True,2025-06-02 19:41:29,2025-06-02 00:00:00,0.0,0
907,Call,False,2025-06-02 19:43:17,2025-06-02 19:43:17,377,28.0,True,2025-06-02 19:43:17,2025-06-02 00:00:00,0.0,0
908,Call,False,2025-06-02 19:43:18,2025-06-04 14:11:41,377,28.0,True,2025-06-04 14:11:41,2025-06-02 00:00:00,0.0,0
909,Call,False,2025-06-02 20:09:33,2025-06-02 20:09:33,444,28.0,True,2025-06-02 20:09:33,2025-06-02 00:00:00,0.0,0
910,Call,False,2025-06-02 20:11:04,2025-06-02 20:11:04,0,,True,2025-06-02 20:11:04,2025-06-02 00:00:00,0.0,0
911,Call,False,2025-06-02 20:15:17,2025-06-02 20:15:17,0,,True,2025-06-02 20:15:17,2025-06-02 00:00:00,0.0,0
912,Call,False,2025-06-02 20:16:45,2025-06-02 20:16:45,0,,True,2025-06-02 20:16:45,2025-06-02 00:00:00,0.0,0
913,Call,False,2025-06-02 20:45:43,2025-06-02 20:45:43,467,28.0,True,2025-06-02 20:45:43,2025-06-02 00:00:00,0.0,0
914,Call,False,2025-06-02 20:47:33,2025-06-02 20:47:33,0,,True,2025-06-02 20:47:33,2025-06-02 00:00:00,0.0,0
915,Call,False,2025-06-03 14:10:32,2025-06-03 16:56:18,594,11.0,True,2025-06-03 16:56:18,2025-06-03 00:00:00,0.0,0
916,Call,False,2025-06-03 14:23:33,2025-06-03 14:23:33,702,28.0,True,2025-06-03 14:23:33,2025-06-03 00:00:00,0.0,0
917,Call,False,2025-06-03 16:56:21,2025-06-03 16:56:21,594,11.0,True,2025-06-03 16:56:21,2025-06-03 00:00:00,0.0,0
919,Call,False,2025-06-03 20:34:11,2025-06-03 20:34:11,674,21.0,True,2025-06-03 20:34:11,2025-06-03 00:00:00,0.0,0
922,Call,False,2025-06-04 13:19:28,2025-06-04 13:19:28,0,,True,2025-06-04 13:19:28,2025-03-19 13:30:00,1.5,90
923,Call,False,2025-06-04 13:19:30,2026-05-03 16:34:17,0,,True,2025-06-04 13:19:29,2025-03-11 13:30:00,2.0,120
924,Call,False,2025-06-04 13:19:31,2026-05-03 16:34:17,0,,True,2025-06-04 13:19:31,2025-03-03 19:00:00,1.0,60
925,Call,False,2025-06-04 13:19:31,2026-05-03 16:34:17,0,,True,2025-06-04 13:19:31,2025-03-10 19:00:00,2.0,120
926,Call,False,2025-06-04 13:52:58,2025-06-04 13:52:58,715,21.0,True,2025-06-04 13:52:58,2025-06-03 00:00:00,0.0,0
927,Call,False,2025-06-04 14:06:55,2025-06-04 14:06:55,715,21.0,True,2025-06-04 14:06:55,2025-06-04 00:00:00,0.0,0
928,Call,False,2025-06-04 14:30:31,2025-06-04 14:30:35,683,28.0,True,2025-06-04 14:30:35,2025-06-04 00:00:00,0.0,0
929,Call,False,2025-06-04 14:35:27,2025-06-04 19:13:59,656,19.0,True,2025-06-04 19:13:59,2025-06-04 00:00:00,0.0,0
930,Call,False,2025-06-04 14:45:14,2025-06-04 14:45:14,0,,True,2025-06-04 14:45:14,2025-03-19 15:00:00,2.5,150
931,Call,False,2025-06-04 14:45:14,2025-06-04 14:45:14,0,,True,2025-06-04 14:45:14,2025-03-26 18:30:00,2.0,120
932,Call,False,2025-06-04 14:45:15,2025-06-04 14:45:15,0,,True,2025-06-04 14:45:15,2025-03-28 15:00:00,5.0,300
933,Call,False,2025-06-04 15:23:48,2025-06-04 15:23:48,645,28.0,True,2025-06-04 15:23:48,2025-06-04 00:00:00,0.0,0
934,Call,False,2025-06-04 15:32:33,2025-06-04 15:32:32,377,28.0,True,2025-06-04 15:32:32,2025-06-04 00:00:00,0.0,0
935,Call,False,2025-06-04 15:34:18,2025-06-04 15:34:18,367,28.0,True,2025-06-04 15:34:18,2025-06-04 00:00:00,0.0,0
936,Call,False,2025-06-04 15:40:18,2025-06-04 15:40:18,524,28.0,True,2025-06-04 15:40:18,2025-06-04 00:00:00,0.0,0
937,Call,False,2025-06-04 15:40:41,2025-06-04 15:40:41,334,28.0,True,2025-06-04 15:40:41,2025-06-04 00:00:00,0.0,0
938,Call,False,2025-06-04 15:43:18,2025-06-04 15:43:18,583,28.0,True,2025-06-04 15:43:18,2025-06-04 00:00:00,0.0,0
939,Call,False,2025-06-04 15:45:00,2025-06-04 15:45:00,288,28.0,True,2025-06-04 15:45:00,2025-06-04 00:00:00,0.0,0
940,Call,False,2025-06-04 15:46:00,2025-06-04 15:46:00,489,28.0,True,2025-06-04 15:46:00,2025-06-04 00:00:00,0.0,0
941,Call,False,2025-06-04 15:47:34,2025-06-04 15:47:34,487,28.0,True,2025-06-04 15:47:34,2025-06-04 00:00:00,0.0,0
942,Call,False,2025-06-04 15:54:46,2025-06-04 15:54:46,486,28.0,True,2025-06-04 15:54:46,2025-06-04 00:00:00,0.0,0
943,Call,False,2025-06-04 15:56:58,2025-06-04 15:56:57,719,21.0,True,2025-06-04 15:56:57,2025-06-04 00:00:00,0.0,0
944,Call,False,2025-06-04 15:58:39,2025-06-04 15:58:39,482,28.0,True,2025-06-04 15:58:39,2025-06-04 00:00:00,0.0,0
945,Call,False,2025-06-04 15:59:58,2025-06-04 15:59:58,480,28.0,True,2025-06-04 15:59:58,2025-06-04 00:00:00,0.0,0
946,Call,False,2025-06-04 16:02:19,2025-06-04 16:02:19,479,28.0,True,2025-06-04 16:02:19,2025-06-04 00:00:00,0.0,0
947,Call,False,2025-06-04 16:03:51,2025-06-04 16:03:51,475,28.0,True,2025-06-04 16:03:51,2025-06-04 00:00:00,0.0,0
948,Call,False,2025-06-04 16:07:42,2025-06-04 16:07:42,469,28.0,True,2025-06-04 16:07:42,2025-06-04 00:00:00,0.0,0
949,Call,False,2025-06-04 16:08:54,2025-06-04 16:08:54,469,28.0,True,2025-06-04 16:08:54,2025-06-04 00:00:00,0.0,0
950,Call,False,2025-06-04 16:11:55,2025-06-04 16:11:56,465,28.0,True,2025-06-04 16:11:56,2025-06-04 00:00:00,0.0,0
951,Call,False,2025-06-04 16:13:15,2025-06-04 16:13:15,463,28.0,True,2025-06-04 16:13:15,2025-06-04 00:00:00,0.0,0
952,Call,False,2025-06-04 16:24:50,2025-06-04 16:24:50,461,28.0,True,2025-06-04 16:24:50,2025-06-04 00:00:00,0.0,0
953,Call,False,2025-06-04 16:31:09,2025-06-04 16:31:09,459,28.0,True,2025-06-04 16:31:09,2025-06-04 00:00:00,0.0,0
954,Call,False,2025-06-04 16:34:39,2025-06-04 16:34:39,455,28.0,True,2025-06-04 16:34:39,2025-06-04 00:00:00,0.0,0
955,Call,False,2025-06-04 16:35:45,2025-06-04 16:35:45,452,28.0,True,2025-06-04 16:35:45,2025-06-04 00:00:00,0.0,0
956,Call,False,2025-06-04 16:40:06,2025-06-04 16:40:06,450,28.0,True,2025-06-04 16:40:06,2025-06-04 00:00:00,0.0,0
957,Call,False,2025-06-04 16:41:59,2025-06-04 16:41:58,446,28.0,True,2025-06-04 16:41:58,2025-06-04 00:00:00,0.0,0
958,Call,False,2025-06-04 16:45:00,2025-06-04 16:45:00,439,28.0,True,2025-06-04 16:45:00,2025-06-04 00:00:00,0.0,0
959,Call,False,2025-06-04 16:46:04,2025-06-04 16:46:04,434,28.0,True,2025-06-04 16:46:04,2025-06-04 00:00:00,0.0,0
960,Call,False,2025-06-04 16:47:08,2025-06-04 16:47:08,432,28.0,True,2025-06-04 16:47:08,2025-06-04 00:00:00,0.0,0
961,Call,False,2025-06-04 16:48:17,2025-06-04 16:48:17,427,28.0,True,2025-06-04 16:48:17,2025-06-04 00:00:00,0.0,0
962,Call,False,2025-06-04 16:50:19,2025-06-04 16:50:19,421,28.0,True,2025-06-04 16:50:19,2025-06-04 00:00:00,0.0,0
963,Call,False,2025-06-04 16:51:14,2025-06-04 16:51:14,419,28.0,True,2025-06-04 16:51:14,2025-06-04 00:00:00,0.0,0
964,Call,False,2025-06-04 16:55:41,2025-06-04 16:55:41,417,28.0,True,2025-06-04 16:55:41,2025-06-04 00:00:00,0.0,0
965,Call,False,2025-06-04 16:57:15,2025-06-04 16:57:15,412,28.0,True,2025-06-04 16:57:15,2025-06-04 00:00:00,0.0,0
966,Call,False,2025-06-04 16:58:12,2025-06-04 16:58:11,411,28.0,True,2025-06-04 16:58:11,2025-06-04 00:00:00,0.0,0
967,Call,False,2025-06-04 16:59:07,2025-06-04 16:59:07,407,28.0,True,2025-06-04 16:59:07,2025-06-04 00:00:00,0.0,0
968,Call,False,2025-06-04 16:59:51,2025-06-04 16:59:51,406,28.0,True,2025-06-04 16:59:51,2025-06-04 00:00:00,0.0,0
969,Call,False,2025-06-04 17:00:46,2025-06-04 17:00:46,401,28.0,True,2025-06-04 17:00:46,2025-06-04 00:00:00,0.0,0
970,Call,False,2025-06-04 17:01:58,2025-06-04 17:01:58,390,28.0,True,2025-06-04 17:01:58,2025-06-04 00:00:00,0.0,0
971,Call,False,2025-06-04 17:02:18,2025-06-04 17:02:18,389,28.0,True,2025-06-04 17:02:18,2025-06-04 00:00:00,0.0,0
972,Call,False,2025-06-04 17:05:16,2025-06-04 17:05:16,359,28.0,True,2025-06-04 17:05:16,2025-06-04 00:00:00,0.0,0
973,Call,False,2025-06-04 17:05:53,2025-06-04 17:05:53,350,28.0,True,2025-06-04 17:05:53,2025-06-04 00:00:00,0.0,0
974,Call,False,2025-06-04 17:06:38,2025-06-04 17:06:38,347,28.0,True,2025-06-04 17:06:38,2025-06-04 00:00:00,0.0,0
975,Call,False,2025-06-04 17:08:34,2025-06-04 17:08:34,332,28.0,True,2025-06-04 17:08:34,2025-06-04 00:00:00,0.0,0
976,Call,False,2025-06-04 17:09:18,2025-06-04 17:09:18,330,28.0,True,2025-06-04 17:09:18,2025-06-04 00:00:00,0.0,0
977,Call,False,2025-06-04 17:10:57,2025-06-04 17:10:56,311,28.0,True,2025-06-04 17:10:56,2025-06-04 00:00:00,0.0,0
978,Call,False,2025-06-04 17:11:30,2025-06-04 17:11:30,309,28.0,True,2025-06-04 17:11:30,2025-06-04 00:00:00,0.0,0
979,Call,False,2025-06-04 17:12:08,2025-06-04 17:12:08,293,28.0,True,2025-06-04 17:12:08,2025-06-04 00:00:00,0.0,0
980,Call,False,2025-06-04 17:12:46,2025-06-04 17:12:46,280,28.0,True,2025-06-04 17:12:46,2025-06-04 00:00:00,0.0,0
981,Call,False,2025-06-04 17:13:43,2025-06-04 17:13:43,270,28.0,True,2025-06-04 17:13:43,2025-06-04 00:00:00,0.0,0
982,Call,False,2025-06-04 18:47:33,2025-06-04 18:47:33,260,28.0,True,2025-06-04 18:47:33,2025-06-04 00:00:00,0.0,0
985,Call,False,2025-06-05 18:06:50,2025-06-05 18:06:50,0,,True,2025-06-05 18:06:50,2025-06-05 00:00:00,0.0,0
987,Call,False,2025-06-05 18:55:04,2026-05-03 16:34:17,0,,True,2025-06-05 18:55:04,2025-04-24 19:00:00,1.0,60
988,Call,False,2025-06-05 19:49:36,2025-06-05 19:49:36,683,28.0,True,2025-06-05 19:49:36,2025-06-05 00:00:00,0.0,0
989,Call,False,2025-06-05 20:02:20,2025-06-05 20:02:20,729,28.0,True,2025-06-05 20:02:20,2025-06-05 00:00:00,0.0,0
990,Call,False,2025-06-05 20:04:32,2025-06-05 20:04:32,728,28.0,True,2025-06-05 20:04:32,2025-06-05 00:00:00,0.0,0
992,Call,False,2025-06-09 13:17:14,2025-06-09 13:17:14,0,,True,2025-06-09 13:17:14,2025-03-27 13:00:00,6.0,360
994,Call,False,2025-06-09 15:21:11,2025-06-09 21:15:40,755,11.0,True,2025-06-09 21:15:40,2025-06-09 21:00:00,0.0,0
995,Email,False,2025-06-09 16:06:05,2025-06-12 15:09:28,780,11.0,True,2025-06-12 15:09:28,2025-06-12 15:00:00,0.0,0
996,Call,False,2025-06-09 16:23:37,2025-06-09 16:23:37,758,21.0,True,2025-06-09 16:23:37,2025-06-09 00:00:00,0.0,0
997,Call,False,2025-06-09 16:25:10,2025-06-09 16:25:10,779,28.0,True,2025-06-09 16:25:10,2025-06-09 00:00:00,0.0,0
998,Call,False,2025-06-09 16:26:02,2025-06-09 16:26:02,775,28.0,True,2025-06-09 16:26:02,2025-06-09 00:00:00,0.0,0
999,Call,False,2025-06-09 16:27:34,2025-06-09 16:27:34,767,28.0,True,2025-06-09 16:27:34,2025-06-09 00:00:00,0.0,0
1000,Call,False,2025-06-09 16:28:24,2025-06-09 16:28:24,764,28.0,True,2025-06-09 16:28:24,2025-06-09 00:00:00,0.0,0
1001,Call,False,2025-06-09 16:29:37,2025-06-09 16:29:37,757,28.0,True,2025-06-09 16:29:37,2025-06-09 00:00:00,0.0,0
1002,Call,False,2025-06-09 19:09:11,2025-06-09 19:09:11,367,28.0,True,2025-06-09 19:09:11,2025-06-09 00:00:00,0.0,0
1003,Call,False,2025-06-09 19:13:18,2025-06-09 19:13:18,377,28.0,True,2025-06-09 19:13:18,2025-06-09 00:00:00,0.0,0
1004,Call,False,2025-06-09 19:15:21,2025-06-09 19:15:21,683,28.0,True,2025-06-09 19:15:21,2025-06-09 00:00:00,0.0,0
1005,Call,False,2025-06-09 20:18:02,2025-06-09 20:18:02,259,28.0,True,2025-06-09 20:18:02,2025-06-09 00:00:00,0.0,0
1006,Call,False,2025-06-09 20:18:34,2025-06-09 20:18:34,256,28.0,True,2025-06-09 20:18:34,2025-06-09 00:00:00,0.0,0
1007,Call,False,2025-06-09 20:19:08,2025-06-09 20:19:08,232,28.0,True,2025-06-09 20:19:08,2025-06-09 00:00:00,0.0,0
1008,Call,False,2025-06-09 20:19:40,2025-06-09 20:19:40,231,28.0,True,2025-06-09 20:19:40,2025-06-09 00:00:00,0.0,0
1009,Call,False,2025-06-09 20:21:24,2025-06-09 20:21:24,228,28.0,True,2025-06-09 20:21:24,2025-06-09 00:00:00,0.0,0
1010,Call,False,2025-06-09 20:21:53,2025-06-09 20:21:53,227,28.0,True,2025-06-09 20:21:53,2025-06-09 00:00:00,0.0,0
1011,Call,False,2025-06-09 20:23:35,2025-06-09 20:23:35,199,28.0,True,2025-06-09 20:23:35,2025-06-09 00:00:00,0.0,0
1012,Call,False,2025-06-09 20:24:07,2025-06-09 20:24:07,195,28.0,True,2025-06-09 20:24:07,2025-06-09 00:00:00,0.0,0
1013,Call,False,2025-06-09 20:24:44,2025-06-09 20:24:44,174,28.0,True,2025-06-09 20:24:44,2025-06-09 00:00:00,0.0,0
1014,Call,False,2025-06-09 20:25:55,2025-06-09 20:25:55,168,28.0,True,2025-06-09 20:25:55,2025-06-09 00:00:00,0.0,0
