ID_x,Title,Value,Org ID,Stage ID,Currency,Add time,Update time,Status,Lost reason,Close time,Pipeline ID,Won time,Lost time,Stage change time,Is deleted,Add_time,Close_time,Won_time,Lost_time,Add_Month,ID_y,Stage_Probability,Weighted_Value,Is_Open,Is_Won,Is_Lost,Add_Year,Add_Quarter,Add_Weekday
4216,Direct Lead,702.38,28.0,132,USD,2025-08-27 19:41:33,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:33,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,702.38,0,1,0,2025,3,2
4217,Direct Lead,855.53,28.0,132,USD,2025-08-27 19:41:33,2025-09-11 14:44:30,won,,2025-09-03 12:49:30,20,2025-09-03 12:49:30,,2025-09-03 12:51:16,False,2025-08-27 19:41:33,2025-09-03 12:49:30,2025-09-03 12:49:30,,8,132,100,855.53,0,1,0,2025,3,2
4218,Direct Lead,694.82,28.0,132,USD,2025-08-27 19:41:34,2025-12-19 16:05:47,won,,2025-08-28 20:09:18,20,2025-08-28 20:09:18,,2025-08-29 14:09:54,False,2025-08-27 19:41:34,2025-08-28 20:09:18,2025-08-28 20:09:18,,8,132,100,694.82,0,1,0,2025,3,2
4219,Direct Lead,1195.48,28.0,132,USD,2025-08-27 19:41:35,2025-09-11 14:44:30,won,,2025-08-28 16:14:35,20,2025-08-28 16:14:35,,2025-08-28 16:18:44,False,2025-08-27 19:41:35,2025-08-28 16:14:35,2025-08-28 16:14:35,,8,132,100,1195.48,0,1,0,2025,3,2
4220,Direct Lead,876.31,28.0,132,USD,2025-08-27 19:41:36,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:36,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,876.31,0,1,0,2025,3,2
4221,Direct Lead,1070.46,28.0,132,USD,2025-08-27 19:41:36,2025-09-11 14:44:30,won,,2025-08-28 16:14:22,20,2025-08-28 16:14:22,,2025-08-28 16:34:53,False,2025-08-27 19:41:36,2025-08-28 16:14:22,2025-08-28 16:14:22,,8,132,100,1070.46,0,1,0,2025,3,2
4222,Direct Lead,1314.67,28.0,132,USD,2025-08-27 19:41:37,2025-12-19 16:05:45,won,,2025-08-29 14:09:50,20,2025-08-29 14:09:50,,2025-08-29 14:10:04,False,2025-08-27 19:41:37,2025-08-29 14:09:50,2025-08-29 14:09:50,,8,132,100,1314.67,0,1,0,2025,3,2
4223,Direct Lead,718.57,28.0,132,USD,2025-08-27 19:41:37,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:37,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,718.57,0,1,0,2025,3,2
4224,Direct Lead,584.65,28.0,132,USD,2025-08-27 19:41:38,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:38,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,584.65,0,1,0,2025,3,2
4225,Direct Lead,827.5,28.0,133,USD,2025-08-27 19:41:39,2025-12-19 16:06:41,lost,Price too high,2025-08-29 20:26:42,20,,2025-08-29 20:26:42,2025-08-30 14:00:07,False,2025-08-27 19:41:39,2025-08-29 20:26:42,,2025-08-29 20:26:42,8,133,100,827.5,0,0,1,2025,3,2
4226,Direct Lead,1046.26,28.0,132,USD,2025-08-27 19:41:39,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:39,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1046.26,0,1,0,2025,3,2
4227,Direct Lead,917.24,28.0,132,USD,2025-08-27 19:41:40,2025-10-01 17:53:20,won,,2025-10-01 17:53:12,20,2025-10-01 17:53:12,,2025-10-01 17:53:20,False,2025-08-27 19:41:40,2025-10-01 17:53:12,2025-10-01 17:53:12,,8,132,100,917.24,0,1,0,2025,3,2
4228,Direct Lead,1237.64,28.0,132,USD,2025-08-27 19:41:41,2025-12-02 17:21:14,won,,2025-12-02 17:21:13,20,2025-12-02 17:21:13,,2025-12-02 17:21:14,False,2025-08-27 19:41:41,2025-12-02 17:21:13,2025-12-02 17:21:13,,8,132,100,1237.64,0,1,0,2025,3,2
4229,Direct Lead,721.85,28.0,132,USD,2025-08-27 19:41:41,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:41,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,721.85,0,1,0,2025,3,2
4230,Direct Lead,948.59,28.0,132,USD,2025-08-27 19:41:42,2025-09-11 14:44:30,won,,2025-08-28 16:13:51,20,2025-08-28 16:13:51,,2025-08-28 16:34:49,False,2025-08-27 19:41:42,2025-08-28 16:13:51,2025-08-28 16:13:51,,8,132,100,948.59,0,1,0,2025,3,2
4231,Direct Lead,808.06,28.0,132,USD,2025-08-27 19:41:43,2025-11-05 20:29:51,won,,2025-11-05 20:29:47,20,2025-11-05 20:29:47,,2025-11-05 20:29:51,False,2025-08-27 19:41:43,2025-11-05 20:29:47,2025-11-05 20:29:47,,8,132,100,808.06,0,1,0,2025,3,2
4232,Direct Lead,1294.14,28.0,132,USD,2025-08-27 19:41:44,2025-09-17 13:40:52,won,,2025-09-17 13:40:44,20,2025-09-17 13:40:44,,2025-09-17 13:40:52,False,2025-08-27 19:41:44,2025-09-17 13:40:44,2025-09-17 13:40:44,,8,132,100,1294.14,0,1,0,2025,3,2
4233,Direct Lead,948.07,28.0,132,USD,2025-08-27 19:41:44,2025-09-11 14:44:30,won,,2025-08-28 15:29:34,20,2025-08-28 15:29:34,,2025-08-28 15:34:05,False,2025-08-27 19:41:44,2025-08-28 15:29:34,2025-08-28 15:29:34,,8,132,100,948.07,0,1,0,2025,3,2
4234,Direct Lead,688.15,28.0,132,USD,2025-08-27 19:41:45,2025-09-11 14:44:30,won,,2025-08-30 16:50:13,20,2025-08-30 16:50:13,,2025-08-30 16:50:25,False,2025-08-27 19:41:45,2025-08-30 16:50:13,2025-08-30 16:50:13,,8,132,100,688.15,0,1,0,2025,3,2
4235,Direct Lead,892.19,28.0,133,USD,2025-08-27 19:41:46,2025-09-11 14:44:30,lost,Unqualified lead,2025-08-28 16:42:30,20,,2025-08-28 16:42:30,2025-08-28 16:42:58,False,2025-08-27 19:41:46,2025-08-28 16:42:30,,2025-08-28 16:42:30,8,133,100,892.19,0,0,1,2025,3,2
4236,Direct Lead,865.35,28.0,132,USD,2025-08-27 19:41:46,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:46,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,865.35,0,1,0,2025,3,2
4237,Direct Lead,1027.03,28.0,132,USD,2025-08-27 19:41:47,2025-09-15 17:30:29,won,,2025-09-15 17:30:05,20,2025-09-15 17:30:05,,2025-09-15 17:30:29,False,2025-08-27 19:41:47,2025-09-15 17:30:05,2025-09-15 17:30:05,,8,132,100,1027.03,0,1,0,2025,3,2
4238,Direct Lead,1021.95,28.0,132,USD,2025-08-27 19:41:48,2025-09-11 17:24:30,won,,2025-09-11 17:24:02,20,2025-09-11 17:24:02,,2025-09-11 17:24:30,False,2025-08-27 19:41:48,2025-09-11 17:24:02,2025-09-11 17:24:02,,8,132,100,1021.95,0,1,0,2025,3,2
4239,Direct Lead,811.83,28.0,132,USD,2025-08-27 19:41:48,2025-09-11 14:44:30,won,,2025-08-28 16:13:05,20,2025-08-28 16:13:05,,2025-08-28 16:34:44,False,2025-08-27 19:41:48,2025-08-28 16:13:05,2025-08-28 16:13:05,,8,132,100,811.83,0,1,0,2025,3,2
4240,Direct Lead,852.41,28.0,132,USD,2025-08-27 19:41:49,2025-09-17 13:40:50,won,,2025-09-17 13:40:13,20,2025-09-17 13:40:13,,2025-09-17 13:40:50,False,2025-08-27 19:41:49,2025-09-17 13:40:13,2025-09-17 13:40:13,,8,132,100,852.41,0,1,0,2025,3,2
4241,Direct Lead,708.7,28.0,133,USD,2025-08-27 19:41:50,2025-09-11 14:44:30,lost,Taking a break from boating,2025-09-06 15:01:57,20,,2025-09-06 15:01:57,2025-09-06 15:02:07,False,2025-08-27 19:41:50,2025-09-06 15:01:57,,2025-09-06 15:01:57,8,133,100,708.7,0,0,1,2025,3,2
4242,Direct Lead,928.33,28.0,133,USD,2025-08-27 19:41:50,2025-09-15 16:35:42,lost,Lifestyle change,2025-09-15 16:35:37,20,,2025-09-15 16:35:37,2025-09-15 16:35:42,False,2025-08-27 19:41:50,2025-09-15 16:35:37,,2025-09-15 16:35:37,8,133,100,928.33,0,0,1,2025,3,2
4243,Direct Lead,909.04,28.0,132,USD,2025-08-27 19:41:51,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:51,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,909.04,0,1,0,2025,3,2
4244,Direct Lead,871.66,28.0,132,USD,2025-08-27 19:41:52,2025-09-11 14:44:30,won,,2025-09-03 13:01:19,20,2025-09-03 13:01:19,,2025-09-03 13:02:17,False,2025-08-27 19:41:52,2025-09-03 13:01:19,2025-09-03 13:01:19,,8,132,100,871.66,0,1,0,2025,3,2
4245,Direct Lead,967.2,28.0,132,USD,2025-08-27 19:41:52,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:52,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,967.2,0,1,0,2025,3,2
4246,Direct Lead,693.13,28.0,132,USD,2025-08-27 19:41:53,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:53,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,693.13,0,1,0,2025,3,2
4247,Direct Lead,999.46,28.0,132,USD,2025-08-27 19:41:53,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:53,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,999.46,0,1,0,2025,3,2
4248,Direct Lead,1072.01,28.0,132,USD,2025-08-27 19:41:54,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:54,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1072.01,0,1,0,2025,3,2
4249,Direct Lead,1182.1,28.0,132,USD,2025-08-27 19:41:55,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:55,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1182.1,0,1,0,2025,3,2
4250,Direct Lead,811.93,28.0,132,USD,2025-08-27 19:41:56,2025-09-11 14:44:30,won,,2025-09-10 13:23:05,20,2025-09-10 13:23:05,,2025-09-10 13:24:25,False,2025-08-27 19:41:56,2025-09-10 13:23:05,2025-09-10 13:23:05,,8,132,100,811.93,0,1,0,2025,3,2
4251,Direct Lead,1093.82,28.0,132,USD,2025-08-27 19:41:56,2025-09-11 14:44:30,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:56,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1093.82,0,1,0,2025,3,2
4252,Direct Lead,1088.73,28.0,132,USD,2025-08-27 19:41:57,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:57,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1088.73,0,1,0,2025,3,2
4253,Direct Lead,1122.92,28.0,132,USD,2025-08-27 19:41:57,2025-09-15 18:47:08,won,,2025-09-15 18:47:02,20,2025-09-15 18:47:02,,2025-09-15 18:47:08,False,2025-08-27 19:41:57,2025-09-15 18:47:02,2025-09-15 18:47:02,,8,132,100,1122.92,0,1,0,2025,3,2
4254,Direct Lead,910.46,28.0,132,USD,2025-08-27 19:41:58,2025-11-10 14:35:52,won,,2025-11-10 14:35:50,20,2025-11-10 14:35:50,,2025-11-10 14:35:52,False,2025-08-27 19:41:58,2025-11-10 14:35:50,2025-11-10 14:35:50,,8,132,100,910.46,0,1,0,2025,3,2
4255,Direct Lead,689.34,28.0,132,USD,2025-08-27 19:41:59,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:41:59,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,689.34,0,1,0,2025,3,2
4256,Direct Lead,789.6,28.0,133,USD,2025-08-27 19:41:59,2025-09-12 17:08:25,lost,Unqualified lead,2025-09-12 17:08:15,20,,2025-09-12 17:08:15,2025-09-12 17:08:25,False,2025-08-27 19:41:59,2025-09-12 17:08:15,,2025-09-12 17:08:15,8,133,100,789.6,0,0,1,2025,3,2
4257,Direct Lead,874.89,28.0,132,USD,2025-08-27 19:42:00,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:00,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,874.89,0,1,0,2025,3,2
4258,Direct Lead,1014.09,28.0,133,USD,2025-08-27 19:42:01,2026-01-28 18:03:12,lost,Lifestyle change,2026-01-28 18:03:09,20,,2026-01-28 18:03:09,2026-01-28 18:03:12,False,2025-08-27 19:42:01,2026-01-28 18:03:09,,2026-01-28 18:03:09,8,133,100,1014.09,0,0,1,2025,3,2
4259,Direct Lead,1016.32,28.0,132,USD,2025-08-27 19:42:02,2025-09-11 14:44:31,won,,2025-08-30 13:09:47,20,2025-08-30 13:09:47,,2025-08-30 13:57:57,False,2025-08-27 19:42:02,2025-08-30 13:09:47,2025-08-30 13:09:47,,8,132,100,1016.32,0,1,0,2025,3,2
4260,Direct Lead,964.32,28.0,132,USD,2025-08-27 19:42:02,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:02,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,964.32,0,1,0,2025,3,2
4261,Direct Lead,927.24,28.0,132,USD,2025-08-27 19:42:03,2025-09-11 14:44:31,won,,2025-08-30 13:12:09,20,2025-08-30 13:12:09,,2025-08-30 13:57:54,False,2025-08-27 19:42:03,2025-08-30 13:12:09,2025-08-30 13:12:09,,8,132,100,927.24,0,1,0,2025,3,2
4262,Direct Lead,1010.71,28.0,132,USD,2025-08-27 19:42:04,2025-09-11 14:44:31,won,,2025-08-28 16:09:33,20,2025-08-28 16:09:33,,2025-08-28 16:34:38,False,2025-08-27 19:42:04,2025-08-28 16:09:33,2025-08-28 16:09:33,,8,132,100,1010.71,0,1,0,2025,3,2
4263,Direct Lead,893.76,28.0,132,USD,2025-08-27 19:42:04,2025-09-11 14:44:31,won,,2025-08-29 12:22:37,20,2025-08-29 12:22:37,,2025-08-29 14:09:26,False,2025-08-27 19:42:04,2025-08-29 12:22:37,2025-08-29 12:22:37,,8,132,100,893.76,0,1,0,2025,3,2
4264,Direct Lead,824.43,28.0,132,USD,2025-08-27 19:42:05,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:05,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,824.43,0,1,0,2025,3,2
4265,Direct Lead,1043.12,28.0,132,USD,2025-08-27 19:42:05,2025-09-11 14:44:31,won,,2025-08-28 16:08:59,20,2025-08-28 16:08:59,,2025-08-28 16:34:35,False,2025-08-27 19:42:05,2025-08-28 16:08:59,2025-08-28 16:08:59,,8,132,100,1043.12,0,1,0,2025,3,2
4266,Direct Lead,736.8,28.0,132,USD,2025-08-27 19:42:06,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:06,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,736.8,0,1,0,2025,3,2
4267,Direct Lead,977.77,28.0,132,USD,2025-08-27 19:42:07,2025-12-19 16:05:50,won,,2025-09-06 15:01:08,20,2025-09-06 15:01:08,,2025-09-06 15:02:10,False,2025-08-27 19:42:07,2025-09-06 15:01:08,2025-09-06 15:01:08,,8,132,100,977.77,0,1,0,2025,3,2
4268,Direct Lead,1276.4,28.0,132,USD,2025-08-27 19:42:07,2025-11-05 20:27:09,won,,2025-11-05 20:27:04,20,2025-11-05 20:27:04,,2025-11-05 20:27:09,False,2025-08-27 19:42:07,2025-11-05 20:27:04,2025-11-05 20:27:04,,8,132,100,1276.4,0,1,0,2025,3,2
4269,Direct Lead,824.58,28.0,132,USD,2025-08-27 19:42:08,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:08,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,824.58,0,1,0,2025,3,2
4270,Direct Lead,1018.59,28.0,132,USD,2025-08-27 19:42:09,2025-11-17 15:08:28,won,,2025-10-04 19:13:49,20,2025-10-04 19:13:49,,2025-10-04 19:14:03,False,2025-08-27 19:42:09,2025-10-04 19:13:49,2025-10-04 19:13:49,,8,132,100,1018.59,0,1,0,2025,3,2
4271,Direct Lead,904.6,28.0,132,USD,2025-08-27 19:42:09,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:09,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,904.6,0,1,0,2025,3,2
4272,Direct Lead,1155.93,28.0,132,USD,2025-08-27 19:42:10,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:10,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1155.93,0,1,0,2025,3,2
4273,Direct Lead,1005.44,28.0,132,USD,2025-08-27 19:42:11,2025-11-15 14:54:58,won,,2025-10-01 16:13:23,20,2025-10-01 16:13:23,,2025-10-01 16:13:29,False,2025-08-27 19:42:11,2025-10-01 16:13:23,2025-10-01 16:13:23,,8,132,100,1005.44,0,1,0,2025,3,2
4274,Direct Lead,1072.02,28.0,132,USD,2025-08-27 19:42:11,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:11,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1072.02,0,1,0,2025,3,2
4275,Direct Lead,770.23,28.0,132,USD,2025-08-27 19:42:12,2026-03-26 14:01:15,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:12,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,770.23,0,1,0,2025,3,2
4276,Direct Lead,775.63,28.0,132,USD,2025-08-27 19:42:13,2025-09-11 14:44:31,won,,2025-08-30 16:49:43,20,2025-08-30 16:49:43,,2025-08-30 16:50:22,False,2025-08-27 19:42:13,2025-08-30 16:49:43,2025-08-30 16:49:43,,8,132,100,775.63,0,1,0,2025,3,2
4277,Direct Lead,1032.84,28.0,132,USD,2025-08-27 19:42:14,2025-09-12 19:04:11,won,,2025-09-12 18:45:57,20,2025-09-12 18:45:57,,2025-09-12 19:04:11,False,2025-08-27 19:42:14,2025-09-12 18:45:57,2025-09-12 18:45:57,,8,132,100,1032.84,0,1,0,2025,3,2
4278,Direct Lead,959.16,28.0,132,USD,2025-08-27 19:42:15,2025-12-19 16:05:35,won,,2025-09-03 12:57:03,20,2025-09-03 12:57:03,,2025-09-03 12:59:26,False,2025-08-27 19:42:15,2025-09-03 12:57:03,2025-09-03 12:57:03,,8,132,100,959.16,0,1,0,2025,3,2
4279,Direct Lead,964.7,28.0,132,USD,2025-08-27 19:42:15,2025-09-11 14:44:31,won,,2025-08-30 13:21:48,20,2025-08-30 13:21:48,,2025-08-30 13:57:50,False,2025-08-27 19:42:15,2025-08-30 13:21:48,2025-08-30 13:21:48,,8,132,100,964.7,0,1,0,2025,3,2
4280,Direct Lead,628.82,28.0,132,USD,2025-08-27 19:42:16,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:16,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,628.82,0,1,0,2025,3,2
4281,Direct Lead,707.32,28.0,132,USD,2025-08-27 19:42:16,2025-09-12 19:04:13,won,,2025-09-12 19:02:51,20,2025-09-12 19:02:51,,2025-09-12 19:04:13,False,2025-08-27 19:42:16,2025-09-12 19:02:51,2025-09-12 19:02:51,,8,132,100,707.32,0,1,0,2025,3,2
4282,Direct Lead,1119.17,28.0,132,USD,2025-08-27 19:42:17,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:17,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1119.17,0,1,0,2025,3,2
4283,Direct Lead,1299.55,28.0,132,USD,2025-08-27 19:42:18,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:18,False,2025-08-27 19:42:18,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1299.55,0,1,0,2025,3,2
4284,Direct Lead,1293.26,28.0,132,USD,2025-08-27 19:42:18,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:18,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1293.26,0,1,0,2025,3,2
4285,Direct Lead,1095.8,28.0,132,USD,2025-08-27 19:42:19,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:19,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1095.8,0,1,0,2025,3,2
4286,Direct Lead,757.28,28.0,132,USD,2025-08-27 19:42:20,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:17,False,2025-08-27 19:42:20,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,757.28,0,1,0,2025,3,2
4287,Direct Lead,740.27,28.0,132,USD,2025-08-27 19:42:20,2025-09-11 14:44:31,won,,2025-09-11 14:22:53,20,2025-09-11 14:22:53,,2025-09-11 14:23:11,False,2025-08-27 19:42:20,2025-09-11 14:22:53,2025-09-11 14:22:53,,8,132,100,740.27,0,1,0,2025,3,2
4288,Direct Lead,1075.93,28.0,133,USD,2025-08-27 19:42:21,2025-09-11 14:44:31,lost,General inquiry - no sale,2025-08-28 15:31:22,20,,2025-08-28 15:31:22,2025-08-28 16:19:18,False,2025-08-27 19:42:21,2025-08-28 15:31:22,,2025-08-28 15:31:22,8,133,100,1075.93,0,0,1,2025,3,2
4289,Direct Lead,1147.59,28.0,132,USD,2025-08-27 19:42:22,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:18,False,2025-08-27 19:42:22,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,1147.59,0,1,0,2025,3,2
4290,Direct Lead,1002.46,28.0,132,USD,2025-08-27 19:42:22,2025-09-11 14:44:31,won,,2025-08-30 16:15:48,20,2025-08-30 16:15:48,,2025-08-30 16:15:58,False,2025-08-27 19:42:22,2025-08-30 16:15:48,2025-08-30 16:15:48,,8,132,100,1002.46,0,1,0,2025,3,2
4291,Direct Lead,1204.57,28.0,132,USD,2025-08-27 19:42:23,2025-09-11 14:44:31,won,,2025-09-03 12:57:33,20,2025-09-03 12:57:33,,2025-09-03 12:59:29,False,2025-08-27 19:42:23,2025-09-03 12:57:33,2025-09-03 12:57:33,,8,132,100,1204.57,0,1,0,2025,3,2
4292,Direct Lead,1134.02,28.0,132,USD,2025-08-27 19:42:24,2025-09-15 15:31:57,won,,2025-09-15 15:31:42,20,2025-09-15 15:31:42,,2025-09-15 15:31:57,False,2025-08-27 19:42:24,2025-09-15 15:31:42,2025-09-15 15:31:42,,8,132,100,1134.02,0,1,0,2025,3,2
4293,Direct Lead,712.59,28.0,132,USD,2025-08-27 19:42:24,2025-09-11 14:44:31,won,,2025-09-04 13:09:07,20,2025-09-04 13:09:07,,2025-09-04 13:09:21,False,2025-08-27 19:42:24,2025-09-04 13:09:07,2025-09-04 13:09:07,,8,132,100,712.59,0,1,0,2025,3,2
4294,Direct Lead,488.76,28.0,132,USD,2025-08-27 19:42:25,2025-10-01 20:17:09,won,,2025-10-01 20:17:01,20,2025-10-01 20:17:01,,2025-10-01 20:17:09,False,2025-08-27 19:42:25,2025-10-01 20:17:01,2025-10-01 20:17:01,,8,132,100,488.76,0,1,0,2025,3,2
4295,Direct Lead,799.82,28.0,133,USD,2025-08-27 19:42:26,2025-11-10 15:09:07,lost,Taking a break from boating,2025-11-10 15:09:05,20,,2025-11-10 15:09:05,2025-11-10 15:09:07,False,2025-08-27 19:42:26,2025-11-10 15:09:05,,2025-11-10 15:09:05,8,133,100,799.82,0,0,1,2025,3,2
4296,Direct Lead,921.21,28.0,133,USD,2025-08-27 19:42:26,2025-10-01 15:29:07,lost,Lifestyle change,2025-10-01 15:29:01,20,,2025-10-01 15:29:01,2025-10-01 15:29:07,False,2025-08-27 19:42:26,2025-10-01 15:29:01,,2025-10-01 15:29:01,8,133,100,921.21,0,0,1,2025,3,2
4297,Direct Lead,816.88,28.0,132,USD,2025-08-27 19:42:27,2025-09-11 14:44:31,won,,2025-09-03 12:58:54,20,2025-09-03 12:58:54,,2025-09-03 12:59:35,False,2025-08-27 19:42:27,2025-09-03 12:58:54,2025-09-03 12:58:54,,8,132,100,816.88,0,1,0,2025,3,2
4298,Direct Lead,422.78,28.0,132,USD,2025-08-27 19:42:28,2025-10-04 19:14:00,won,,2025-10-04 19:13:38,20,2025-10-04 19:13:38,,2025-10-04 19:14:00,False,2025-08-27 19:42:28,2025-10-04 19:13:38,2025-10-04 19:13:38,,8,132,100,422.78,0,1,0,2025,3,2
4299,Direct Lead,776.55,28.0,132,USD,2025-08-27 19:42:28,2025-09-11 14:44:31,won,,2025-08-28 15:27:02,20,2025-08-28 15:27:02,,2025-08-28 16:03:24,False,2025-08-27 19:42:28,2025-08-28 15:27:02,2025-08-28 15:27:02,,8,132,100,776.55,0,1,0,2025,3,2
4300,Direct Lead,975.65,28.0,132,USD,2025-08-27 19:42:29,2025-09-11 14:44:31,won,,2025-08-28 15:26:48,20,2025-08-28 15:26:48,,2025-08-28 16:03:22,False,2025-08-27 19:42:29,2025-08-28 15:26:48,2025-08-28 15:26:48,,8,132,100,975.65,0,1,0,2025,3,2
4301,Direct Lead,665.64,28.0,132,USD,2025-08-27 19:42:30,2025-09-11 14:44:31,won,,2025-08-27 19:46:17,20,2025-08-27 19:46:17,,2025-08-27 19:46:18,False,2025-08-27 19:42:30,2025-08-27 19:46:17,2025-08-27 19:46:17,,8,132,100,665.64,0,1,0,2025,3,2
